code,libelle,age_apparition,cim,GARD,MedDRA,MeSH,OMIM,prevalence,synonymes,UMLS
157826,Epulis congénital,"Petite enfance, Néonatal",K06.8,-,-,-,-,1-9 / 1 000 000,Tumeur de Neumann ; Tumeur gingivale à cellules granuleuses congénitale,C0376319
157832,Craniorhinie,Néonatal,Q30.8,-,-,-,123050,<1 / 1 000 000,-,C1852501
157835,Hémicrânie paroxystique,Adulte,G44.0,10794,10019461,D051302,-,1-9 / 100 000,-,C1399352
157846,Neuroferritinopathie,Adulte,G23.0,10686,-,C548080,606159,<1 / 1 000 000,Ferritinopathie héréditaire ; Neurodégénérescence associée à la ferritine,C1853578
157850,Neurodégénérescence associée à un déficit en pantothénate kinase,Tout âge,G23.0,6564,-,D006211,234200,1-9 / 1 000 000,NBIA1 ; Neurodégénérescence avec surcharge cérébrale en fer type 1 ; PKAN ; Syndrome de Hallervorden-Spatz,C0018523
157855,HARP syndrome,-,-,-,-,-,607236,-,Syndrome d'hypoprébêtalipoprotéinémie-acanthocytose-rétinite pigmentaire-dégénérescence du globus pallidus,C1846582
157941,Maladie de Huntington-like 1,Adulte,G10,-,-,-,603218,-,HDL1 ; Maladie à prion à début précoce et signes psychiatriques prédominants,C1864112
157946,Maladie de Huntington-like 3,Enfance,G10,-,-,-,604802,<1 / 1 000 000,HDL3,C1858114
157949,Déficit immunitaire combiné avec granulomes cutanés,-,D81.1,-,-,-,233650,-,CID par déficit en RAG 1/2 ; DIC par déficit en RAG 1/2 ; Déficit immunitaire combiné par déficit en RAG1/2 ; Déficits combinés de l'immunité humorale et cellulaire avec granulomes multiples,C2673536
157954,Syndrome ANE,Adulte,-,-,-,-,612079,<1 / 1 000 000,Syndrome d'alopécie-trouble neurologique progressif-endocrinopathie,C2677535
157962,Syndrome oculo-auriculaire type Schorderet,"Petite enfance, Néonatal",Q87.8,-,-,-,612109,<1 / 1 000 000,-,-
157965,Syndrome d'Ehlers-Danlos type spondylo-cheiro-dysplasique,Néonatal,Q79.6,12610,-,-,612350,<1 / 1 000 000,EDS type spondylo-cheiro-dysplasique ; SED type spondylo-cheiro-dysplasique,C2676510
157973,Dystrophie musculaire congénitale due à une mutation de LMNA,"Petite enfance, Néonatal",G71.2,12585,-,-,613205,<1 / 1 000 000,Dystrophie musculaire congénitale liée à LMNA ; L-CMD,C2750785
157991,Histiocytose éruptive généralisée,-,D76.3,-,-,-,-,<1 / 1 000 000,Histiocytome éruptif généralisé,-
157997,Histiocytose céphalique bénigne,-,D76.3,-,-,-,-,<1 / 1 000 000,-,C0347403
158000,Xanthogranulome juvénile,-,D76.3,-,-,D014972,-,-,-,C0043324
158003,Xanthome disséminé,-,D76.3,-,10052575,-,-,-,Syndrome de Montgomery,C0043322
158008,Xanthome papuleux,-,D76.3,-,-,-,-,-,-,-
158011,Xanthogranulome nécrobiotique,-,D76.3,10951,-,D058252,-,-,-,C1275339
158014,Maladie de Rosaï-Dorfman,"Adolescence, Adulte",D76.3,7588,10063397,-,-,Inconnu,HSLM ; Histiocytose sinusale avec lymphadénopathie massive ; Maladie de Destombes-Rosaï-Dorfman ; Maladie de Rosaï-Dorfman-Destombes ; SHML,-
158019,Histiocytose à cellule indeterminée,-,D76.3,-,-,-,-,-,-,-
158022,Histiocytose progressive nodulaire,-,D76.3,-,-,-,-,-,-,-
158025,Histiocytose progressive mucineuse héréditaire,Enfance,D76.3,-,-,-,142630,<1 / 1 000 000,-,-
158029,Histiocytose bleu de mer,"Adolescence, Adulte",D76.3,8241,-,-,269600,<1 / 1 000 000,-,C0036489
158048,Syndrome hémophagocytaire associé à une infection,-,-,7857,-,-,-,-,"Hémophagocytaire, syndrome, viro-induit ; IAHS ; Syndrome hémophagocytaire viro-induit ; VAHS",C0019068
158057,Lymphohistiocytose hémophagocytaire acquise associée à une maladie maligne,-,-,-,-,-,-,-,-,-
158061,Syndrome d'activation macrophagique,-,-,12124,10053867,D055501,-,-,-,C1096155
158668,Epidermolyse bulleuse simple par déficit en plakophiline,"Petite enfance, Néonatal",Q81.0,9705,-,C536183,604536,Inconnu,Syndrome de McGrath ; Syndrome de dysplasie ectodermique-fragilité cutanée,C1858302
158673,Epidermolyse bulleuse dystrophique dominante acrale,"Petite enfance, Néonatal",Q81.2,-,-,-,-,<1 / 1 000 000,EBDD acrale ; EBDD-ac,-
158676,Epidermolyse bulleuse dystrophique dominante isolée des ongles,"Petite enfance, Néonatal",Q81.2,-,-,-,-,<1 / 1 000 000,EBDD isolée des ongles,-
158681,Epidermolyse bulleuse simple avec érythème circiné migratoire,"Petite enfance, Néonatal",Q81.0,-,-,-,609352,Inconnu,EBS-migr,C1836284
158684,Epidermolyse bulleuse simple avec atrésie du pylore,Néonatal,Q81.0,-,-,-,612138,Inconnu,EBS-PA,C2677349
158687,Epidermolyse bulleuse létale acantholytique,Néonatal,Q81.0,9910,-,C535493,609638,<1 / 1 000 000,LAEB,C1864826
158766,Urticaire pigmentaire typique,-,Q82.2,-,-,-,-,-,-,-
158769,Urticaire pigmentaire en plaques,-,Q82.2,-,-,-,-,-,-,-
158772,Urticaire pigmentaire nodulaire,-,Q82.2,-,-,-,-,-,-,-
158775,Mastocytose systémique type smouldering,-,C96.2,-,-,-,-,-,-,-
158778,Mastocytose isolée de la moelle osseuse,-,C96.2,-,-,-,-,-,-,-
158793,Mastocytose lymphoadénopathique avec éosinophiles,-,C96.2,-,-,-,-,-,-,-
158796,Leucémie mastocytaire classique,-,C94.3,-,-,-,-,-,-,-
158799,Leucémie mastocytaire aleucémique,-,C94.3,-,-,-,-,-,-,-
160148,Cap polypose,"Adolescence, Adulte, Troisième age, Enfance",D12.6,-,-,-,-,<1 / 1 000 000,Hyperplasie polypoïde érodée ; Polype myoglandulaire inflammatoire,-
162516,Sténose congénitale isolée des orifices piriformes,Néonatal,Q30.8,-,-,-,-,-,Hypoplasie des orifices piriformes,-
162521,Syndrome de sténose congénitale des orifices piriformes-holoprosencéphalie,Néonatal,Q30.8,-,-,-,-,-,-,-
162526,Malformation congénitale isolée de la chaîne ossiculaire,-,Q16.3,-,-,-,-,-,Malformation ossiculaire sans anomalie du canal auditif externe,-
163525,Lupus érythémateux cutané subaigu,-,L93.1,-,10057903,-,-,-,-,C0024140
163596,Hydrops fetalis de Bart,"Petite enfance, Néonatal",D56.0,-,-,-,236750,Inconnu,Alpha-thalassémie majeure ; Hémoglobinose de Bart ; Thalassémie alpha majeure,-
163634,Syndrome de Maffucci,Enfance,Q78.4,6958,-,-,614569,Inconnu,-,C0024454
163649,Dysplasie spondylo-épiphysaire type Nishimura,"Petite enfance, Néonatal",Q77.7,-,-,-,602611,<1 / 1 000 000,Syndrome de dysplasie spondylo-épiphysaire-craniosynostose-fente palatine-cataracte-déficience intellectuelle,C1865134
163654,Dysplasie spondylo-épiphysaire type Cantu,"Petite enfance, Néonatal",Q77.7,10629,-,-,611717,<1 / 1 000 000,Syndrome de dysplasie spondylo-épiphysaire-brachydactylie-trouble du langage,C2673649
163662,Dysplasie spondylo-épiphysaire type Reardon,"Petite enfance, Néonatal",Q77.7,-,-,-,600561,<1 / 1 000 000,-,C1833603
163665,Dysplasie spondylo-épiphysaire tardive type Kohn,Enfance,Q77.7,-,-,-,271620,<1 / 1 000 000,-,C1849053
163668,Dysplasie spondylo-épiphysaire type MacDermot,"Petite enfance, Néonatal",Q77.7,-,-,-,184000,<1 / 1 000 000,Syndrome de dysplasie spondylo-épiphysaire-myopie-surdité sensorielle,C1866719
163673,Dysplasie spondylo-épiphysaire type Byers,-,-,-,-,-,183850,-,Syndrome de dysplasie spondylo-épiphysaire-dystrophie cornéenne ponctuée,C1866727
163681,Syndrome de dysplasie corticale-épilepsie focale,Enfance,Q04.8,-,-,-,610042,Inconnu,-,C1864887
163684,Syndrome de leucoencéphalopathie-dystonie-neuropathie motrice,Enfance,E75.2,12471,-,-,613724,<1 / 1 000 000,-,-
163690,Syndrome d'hypotonie-cystinurie,"Petite enfance, Néonatal",E72.0,-,-,-,606407,<1 / 1 000 000,-,C1848030
163693,Syndrome de microdélétion 2p21,"Petite enfance, Néonatal",Q93.5,-,-,-,606407,<1 / 1 000 000,Del(2)(p21) ; Monosomie 2p21 ; Syndrome de délétion 2p21,-
163696,Syndrome de myoclonus d'action-insuffisance rénale,"Adolescence, Adulte",-,-,-,-,254900,<1 / 1 000 000,AMRF ; EPM4 ; Epilepsie myoclonique progressive type 4,C0751779
163699,Sarcome alvéolaire des tissus mous,Tout âge,C49.9,5654,10001882,D018234,606243,-,Sarcome alvéolaire des parties molles,C0206657
163703,Syndrome épileptique par infection fébrile,Tout âge,G40.5,11005,-,-,-,1-9 / 100 000,AERRPS ; Encéphalite aiguë avec épilepsie partielle répétitive réfractaire ; Encéphalite non herpétique aigüe avec épilepsie réfractaire sévère ; Encéphalopathie épileptique catastrophique idiopathique ; Encéphalopathie épileptique dévastatrice des enfants d'âge scolaire ; Encéphalopathie épileptique réfractaire induite par la fièvre chez l'enfant ; FIRES ; Syndrome DESC,-
163708,Spasme cryptogénique à début tardif,Enfance,-,-,-,-,-,-,Spasme infantile à début tardif,-
163717,Epilepsie temporale mésiale familiale bénigne,-,-,-,-,-,611630  614417  615697,-,-,-
163721,Syndrome d'épilepsie rolandique-dyspraxie de la parole,-,-,-,-,-,245570  300643,-,-,-
163727,Syndrome d'épilepsie rolandique-dystonie paroxystique induite par l'effort-crampe de l'écrivain,Petite enfance,-,-,-,C535499,608105,<1 / 1 000 000,-,C1842531
163746,Syndrome de neuropathie périphérique-leucodystrophie centrale dysmyélinisante-syndrome de Waardenburg-maladie de Hirschsprung,"Petite enfance, Néonatal",E75.2,-,-,-,609136,<1 / 1 000 000,PCWH ; Syndrome de Waardenburg-Shah variante neurologique ; WS4 plus,C1836727
163898,Encéphalite limbique paranéoplasique classique,-,G13.1,-,-,-,-,-,Encéphalite limbique paranéoplasique classique avec ou sans antigènes intracellulaires,-
163908,Encéphalite limbique avec anticorps anti-LGI1,-,G04.8  G13.1,-,-,-,-,-,Encéphalite limbique avec anticorps anti-leucine-rich glioma-inactivated 1,-
163914,Encéphalite limbique avec anticorps anti-nCMAgs,-,G13.1,-,-,-,-,-,-,-
163921,Encéphalite limbique aiguë post-transplantation,-,A86,-,-,-,-,-,PALE,-
163924,Encéphalite limbique aiguë non-herpétique,-,G04.8,-,-,-,-,-,-,-
163927,Pustulose palmoplantaire,-,L40.3,12820,10050185,-,-,-,PPL ; PPP ; Psoriasis pustuleux localisé,C0030246
163931,Acrodermatite continue de Hallopeau,-,L40.2,-,-,-,-,-,-,-
163934,Kératoconjonctivite atopique,-,H16.2,-,10069664,-,-,1-5 / 10 000,-,C1274788
163937,Déficience intellectuelle liée à l'X type Najm,"Petite enfance, Néonatal",Q04.3,12669,-,-,300749,<1 / 1 000 000,MICPCH ; Syndrome de déficience intellectuelle liée à l'X-microcéphalie-hypoplasie pontocérébelleuse,C2677903
163953,Déficience intellectuelle liée à l'X type Raymond,-,Q87.8,-,-,-,300799,-,-,-
163956,Déficience intellectuelle liée à l'X type Nascimento,Petite enfance,Q87.8,-,-,-,300860,<1 / 1 000 000,Syndrome de déficience intellectuelle liée à l'X-dystrophie des ongles-épilepsie,-
163961,Syndrome cérébral-cérébelleux-colobome lié l'X,"Petite enfance, Néonatal",Q87.8,-,-,-,300864,<1 / 1 000 000,Déficience intellectuelle liée à l'X type Kroes,-
163966,Chondrodysplasie dominante liée à l'X type Chassaing-Lacombe,"Petite enfance, Néonatal",Q87.8,-,-,-,300863,<1 / 1 000 000,Syndrome de chondrodysplasie dominante lié à l'X-hydrocéphalie-microphtalmie,-
163971,Déficience intellectuelle liée à l'X type Cilliers,"Petite enfance, Néonatal",Q87.8,-,-,-,-,<1 / 1 000 000,Syndrome de déficience intellectuelle liée à l'X-microcéphalie-insuffisance testiculaire,-
163976,Déficience intellectuelle liée à l'X type Van Esch,-,Q87.8,-,-,-,-,<1 / 1 000 000,-,-
163979,Syndrome de déficience intellectuelle liée à l'X-syndrome cranio-facio-squelettique,-,Q87.8,-,-,-,300712,<1 / 1 000 000,-,-
163982,Syndrome de déficience intellectuelle liée à l'X-quadriparésie spastique,Petite enfance,-,-,-,-,309640,<1 / 1 000 000,-,-
163985,Syndrome d'hyperexplexie-épilepsie,-,G25.8,-,-,-,300607,<1 / 1 000 000,-,C1845102
163988,"Syndrome de retard de développement-surdité, type Hildebrand",Petite enfance,-,-,-,-,-,<1 / 1 000 000,-,-
164726,Leucémie aiguë myéloïde et syndromes myélodysplasiques liés aux radiations,-,D46,-,-,-,-,-,-,-
164736,Syndrome d'avance de phase du sommeil,"Enfance, Adolescence",G47.2,9242,-,-,604348  615224  616882,-,-,C1858496
165805,Epilepsie temporale mésiale familiale avec convulsions fébriles,"Enfance, Petite enfance",-,-,-,-,614418,<1 / 1 000 000,-,-
165955,Myiase des plaies,-,B87.1,-,-,-,-,-,Myiase traumatique,C0344061
165958,Myiase des cavités,-,B87.8,-,-,-,-,-,-,-
165991,Hyperinsulinisme induit par l'effort,-,E16.1,9932,-,-,610021,-,EIHI ; Hyperinsulinisme par déficit en SLC16A1 ; Hyperinsulinisme par déficit en transporteur 1 de monocarboxylate ; Hypoglycémie hyperinsulinémique induite par l'effort,C1864902
165994,Résistance hypophysaire aux hormones thyroïdiennes,-,E05.8,-,-,-,145650,-,PRTH ; Résistance pituitaire aux hormones thyroïdienne,C1840364
166002,Dysplasie épiphysaire multiple due à une anomalie du collagène 9,-,Q77.3,-,-,-,600204  600969  614135,-,-,-
166011,Dysplasie épiphysaire multiple type Beighton,"Petite enfance, Néonatal",Q77.3,-,-,-,132450,<1 / 1 000 000,Syndrome de dysplasie épiphysaire multiple-myopie-surdité,C1851536
166016,Dysplasie épiphysaire multiple type Lowry,Néonatal,Q78.8,-,-,-,601560,<1 / 1 000 000,Dysplasie épiphysaire multiple avec phénotype de Robin,C1832112
166024,Dysplasie épiphysaire multiple type Al-Gazali,"Petite enfance, Néonatal",Q77.3,-,-,-,607131,<1 / 1 000 000,Syndrome de dysplasie épiphysaire multiple-macrocéphalie-faciès particulier,C1846722
166029,Dysplasie épiphysaire multiple avec dysplasie fémorale sévère,Enfance,Q77.3,-,-,-,609324,<1 / 1 000 000,-,C1836315
166032,Dysplasie épiphysaire multiple avec miniépiphyse,"Petite enfance, Enfance",Q77.3,-,-,-,609325,<1 / 1 000 000,-,C1836307
166035,Syndrome de brachydactylie-petite taille-rétinite pigmentaire,"Petite enfance, Enfance",-,-,-,-,250410,<1 / 1 000 000,-,C1855188
166038,Chondrodysplasie métaphysaire type Kaitila,Néonatal,-,-,-,-,250230,<1 / 1 000 000,-,C1855217
166063,Hypoplasie pontocérébelleuse type 4,"Prénatal, Néonatal",Q04.3,343,-,C536716,225753,<1 / 1 000 000,Encéphalopathie fatale infantile avec hypoplasie olivopontocérébelleuse ; HPC4 ; Hypoplasie olivopontocérébelleuse,C1856974
166068,Hypoplasie pontocérébelleuse type 5,"Petite enfance, Néonatal",Q04.3,10709,-,-,610204,<1 / 1 000 000,HPC5 ; Hypoplasie olivopontocérébelleuse foetale ; PCH5,C1857762
166073,Hypoplasie pontocérébelleuse type 6,"Petite enfance, Néonatal",Q04.3,10710,-,C548074,611523,<1 / 1 000 000,Encéphalopathie fatale infantile avec anomalie de la chaîne respiratoire mitochondriale ; HPC6 ; PCH6,C1969084
166078,Maladie de von Willebrand type 1,Tout âge,D68.0,-,-,D056725,193400,1-5 / 10 000,-,C1264039
166081,Maladie de von Willebrand type 2,Tout âge,D68.0,-,-,D056728,613554,1-5 / 10 000,-,C1264040
166084,Maladie de von Willebrand type 2A,-,D68.0,-,-,-,613554,Inconnu,-,C1282968
166087,Maladie de von Willebrand type 2B,-,D68.0,-,-,-,613554,Inconnu,-,C1282971
166090,Maladie de von Willebrand type 2M,-,D68.0,-,-,-,613554,Inconnu,-,C1282974
166093,Maladie de von Willebrand type 2N,-,D68.0,-,-,-,613554,Inconnu,-,C1282975
166096,Maladie de von Willebrand type 3,"Petite enfance, Néonatal",D68.0,-,-,D056729,277480,1-9 / 1 000 000,-,C1264041
166100,Syndrome de Stickler type 3,-,Q87.5,5021,-,C537494,184840,-,Syndrome de Stickler type non oculaire,C1861481
166105,Encéphalomyopathie mitochondriale infantile associée à FASTKD2,"Petite enfance, Néonatal",G71.3,-,-,-,-,<1 / 1 000 000,-,-
166108,Déficience intellectuelle type Birk-Barel,Petite enfance,Q87.8,10358,-,-,612292,<1 / 1 000 000,Syndrome de déficience intellectuelle-hypotonie-dysmorphie faciale,-
166113,Syndrome de Bazex,Adulte,-,-,-,-,-,<1 / 1 000 000,Acrokératose de Bazex ; Acrokératose paranéoplasique ; Acrokératose paranéoplasique de Bazex,C0346104  C0406355
166119,Ostéopoecilie isolée,"Enfance, Adolescence, Adulte",Q78.8,-,-,-,166700,-,Ostéopoïkilose isolée,C0029455  C1833699
166260,Dentinogenèse imparfaite type 2,Enfance,K00.5,12796,-,-,125490  605594,1-5 / 10 000,DGI-2 ; DI-2 ; Dentinogenèse imparfaite type Shields 2 ; Dysplasie de Capdepont,C2973527
166265,Dentinogenèse imparfaite type 3,Enfance,K00.5,10144,-,-,125500,Inconnu,Dentinogenèse imparfaite type Shields 3,C0399378
166272,Odontochondrodysplasie,"Petite enfance, Néonatal",Q78.8,8717,-,-,184260,<1 / 1 000 000,Chondrodysplasie de Goldblatt ; ODCD ; Syndrome de Goldblatt ; Syndrome de chondrodysplasie-dentinogenèse imparfaite-laxité articulaire,C0018036  C2745953
166277,Dysplasie squelettique avec os wormien-fractures multiples-dentinogenèse imparfaite,Enfance,Q78.8,10290,-,-,604922,<1 / 1 000 000,Syndrome de Suarez-Stickler,C1858032
166282,Maladie rythmique auriculaire familiale,-,I49.5,-,10040639,D012804,163800  182190  608567  614090,<1 / 1 000 000,"Maladie de l'oreillette, forme familiale ; Maladie du noeud sinusal, forme familiale",C0037052
166286,Naevus eccrin porokératotique,"Petite enfance, Néonatal",Q82.5,-,-,-,-,<1 / 1 000 000,-,C0473579
166291,Dirofilariose,Tout âge,B74.8,11908,-,D004184,-,<1 / 1 000 000,-,C0012602
166299,Epilepsie bénigne partielle de l'enfant avec crises partielles complexes,-,G40.2,-,-,-,-,-,-,-
166302,Epilepsie partielle bénigne du nourrisson avec crises généralisées secondaires,-,G40.1,-,-,-,-,-,-,-
166305,Convulsions infantiles bénignes associées à une gastroentérite modérée,Petite enfance,-,-,-,-,-,<1 / 1 000 000,-,-
166308,Epilepsie focale infantile bénigne avec pointes-ondes centrales au cours du sommeil,Petite enfance,-,-,-,-,-,<1 / 1 000 000,BIMSE,-
166409,Epilepsie photosensible,"Enfance, Adolescence, Adulte",G40.8,5648,-,-,132100  609572  609573,-,-,C0393720
166412,Epilepsie réflexe à l'eau chaude,-,G40.8,-,-,-,613339  613340,-,-,-
166415,Crises audiogènes,-,G40.8,-,-,-,-,-,-,C0751791
166418,Crises réflexes à la nourriture,-,G40.8,-,-,-,-,-,Épilepsie réflexe à l'alimentation,C0393725
166421,Crises induites par l'orgasme,-,G40.8,-,-,-,-,-,-,-
166424,Crises induites par praxis,-,G40.8,-,-,-,-,-,-,-
166427,Epilepsie sursaut,-,G40.8,-,-,-,-,-,-,-
166430,Crises induites par la miction,-,G40.8,-,-,-,-,-,-,-
166433,Crises réflexes à la lecture,-,G40.8,-,-,-,132300,-,-,C0278193
167635,Scléromyxoedème,Adulte,L98.5,7615,10055046,D053718,-,Inconnu,Lichen myxoedémateux généralisé ; Maladie d'Arndt-Gottron ; Mucinose papuloscléreuse généralisée,C0263390
168443,Syndrome de dysplasie spondylo-métaphysaire-hypotrichose,"Néonatal, Petite enfance",Q77.7,10101,-,C535783,183849,<1 / 1 000 000,-,C1866728
168448,Dysplasie spondylo-épimétaphysaire type Bieganski,Petite enfance,Q77.7,4891,-,-,300232,<1 / 1 000 000,-,-
168451,Syndrome de dysplasie spondylo-épimétaphysaire-dentition anormale,Petite enfance,Q77.7,-,-,-,601668,<1 / 1 000 000,-,C1866507
168454,Dysplasie spondylo-épimétaphysaire type Geneviève,Petite enfance,Q77.7,10057,-,C535785,610442,<1 / 1 000 000,SEMD type Geneviève ; SEMDG,C1864872
168486,Céroïde-lipofuscinose neuronale congénitale,"Petite enfance, Néonatal",E75.4,-,-,-,610127,<1 / 1 000 000,CLN congénitale ; NCL congénitale,C0027877  C1864670
168491,Céroïde-lipofuscinose neuronale infantile tardive,Enfance,E75.4,-,-,-,204500  256730  256731  600143  601780  610127  610951,Inconnu,CLN infantile tardive ; LINCL ; Maladie de Jansky-Bielschowsky ; NCL infantile tardive,C0022340
168544,Dysplasie spondylo-métaphysaire type Golden,Non documenté,Q77.8,8343,-,-,313420,<1 / 1 000 000,Dysplasie spondylo-métaphysaire liée à l'X,C0796172
168549,Dysplasie spondylo-métaphysaire axiale,"Petite enfance, Enfance",Q77.8,8720,-,C535795,602271,<1 / 1 000 000,-,C1865695
168552,Syndrome de dysplasie spondylo-métaphysaire-avant-bras incurvé-dysmorphie faciale,Petite enfance,Q77.8,8719,-,C535791,607543,<1 / 1 000 000,-,C1843706
168555,Dysplasie spondylo-métaphysaire type A4,Petite enfance,Q77.8,458,-,-,609052,<1 / 1 000 000,-,C1836862
